SEQN,Gender,Age,Race,Citizenship,Edu_y,Edu_a,Language,HouseholdSize,Child_5,Child_17,Old,Income,IncPov
92239,Female,22,Non-Hispanic White,US Citizen,,College Grad and above,English,7,3,1,0,"$ 100,000 +",3.33
92240,Male,77,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 20,000 - 34,999",1.53
92241,Male,13,Non-Hispanic Black,US Citizen,Middle School,,English,4,0,2,0,"$ 20,000 - 34,999",1.19
92242,Female,80,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,1,"$ 35,000 - 54,999",4.25
92243,Male,62,Mexican American,US Citizen,,9th-11th,English,3,0,0,2,"$ 10,000 - 19,999",0.63
92244,Female,5,Non-Hispanic Black,US Citizen,,,English,4,1,1,0,"$ 100,000 +",5
92245,Male,19,Non-Hispanic Asian,US Citizen,High School,,English,4,0,0,0,"$ 35,000 - 54,999",1.68
92246,Male,14,Mexican American,Not a US Citizen,Middle School,,Spanish,4,1,1,0,"$ 100,000 +",5
92247,Female,57,Non-Hispanic White,US Citizen,,College Grad and above,English,4,0,0,1,"$ 100,000 +",5
92248,Male,2,Non-Hispanic White,US Citizen,,,English,5,1,2,0,"$ 35,000 - 54,999",1.8
92249,Male,0,Other Hispanic,US Citizen,,,English,6,3,1,0,"$ 35,000 - 54,999",1.53
92250,Female,16,Other Hispanic,Not a US Citizen,High School,,English,6,1,3,0,"$ 10,000 - 19,999",0.58
92251,Male,57,Other Race,US Citizen,,High School,English,3,0,0,0,"$ 55,000 - 74,999",2.74
92252,Female,63,Non-Hispanic Black,US Citizen,,College/AA degree,English,1,0,0,1,"$ 20,000 - 34,999",1.94
92253,Female,64,Non-Hispanic Asian,US Citizen,,Less than 9th Grade,English,4,0,0,2,"$ 20,000 - 34,999",1.26
92254,Male,45,Non-Hispanic Asian,US Citizen,,College Grad and above,English,4,0,2,0,"$ 75,000 - 99,999",3.29
92255,Male,62,Non-Hispanic Black,US Citizen,,College/AA degree,English,2,0,0,2,"$ 35,000 - 54,999",2.34
92256,Male,53,Non-Hispanic White,US Citizen,,College/AA degree,English,3,0,1,0,"$ 35,000 - 54,999",2.64
92257,Male,80,Other Hispanic,US Citizen,,Less than 9th Grade,Spanish,2,0,0,1,"$ 10,000 - 19,999",0.94
92258,Female,19,Other Race,US Citizen,High School,,English,2,0,0,0,"$ 20,000 - 34,999",1.25
92259,Male,80,Non-Hispanic Asian,US Citizen,,Less than 9th Grade,English,2,0,0,2,"$ 10,000 - 19,999",0.72
92260,Female,50,Other Hispanic,US Citizen,,High School,English,4,0,0,0,"$ 55,000 - 74,999",2.31
92261,Male,5,Other Race,US Citizen,,,English,3,1,0,0,"$ 100,000 +",5
92262,Female,80,Mexican American,US Citizen,,College/AA degree,English,1,0,0,1,"$ 10,000 - 19,999",1.44
92263,Male,29,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,5,2,0,0,"$ 75,000 - 99,999",2.99
92264,Female,16,Mexican American,US Citizen,High School,,English,5,1,1,1,"$ 55,000 - 74,999",2.11
92265,Female,11,Other Hispanic,US Citizen,Primary School,,English,5,0,3,1,"$ 55,000 - 74,999",2.23
92266,Male,6,Non-Hispanic White,US Citizen,Primary School,,English,5,0,3,0,"$ 20,000 - 34,999",1.13
92267,Male,15,Non-Hispanic White,US Citizen,High School,,English,5,1,2,0,"$ 100,000 +",3.52
92268,Female,7,Non-Hispanic White,US Citizen,Primary School,,English,3,0,1,0,"$ 55,000 - 74,999",2.73
92269,Female,80,Non-Hispanic Black,US Citizen,,College/AA degree,English,3,0,0,1,"$ 10,000 - 19,999",0.65
92270,Female,0,Mexican American,US Citizen,,,English,4,2,0,0,"$ 20,000 - 34,999",1.38
92271,Male,63,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,1,"$ 10,000 - 19,999",1.01
92272,Male,8,Non-Hispanic White,US Citizen,Primary School,,English,5,1,2,0,"$ 75,000 - 99,999",2.99
92273,Female,0,Non-Hispanic Black,US Citizen,,,English,4,3,0,0,"$ 0 - 9,999",0.08
92274,Male,50,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 55,000 - 74,999",5
92275,Male,42,Other Hispanic,US Citizen,,College Grad and above,English,4,1,1,0,"$ 55,000 - 74,999",3
92276,Female,68,Other Hispanic,US Citizen,,Less than 9th Grade,Spanish,6,1,1,1,"$ 10,000 - 19,999",0.49
92277,Female,45,Non-Hispanic White,US Citizen,,High School,English,5,0,1,0,"$ 0 - 9,999",0.21
92278,Male,9,Non-Hispanic Asian,US Citizen,Primary School,,English,7,1,1,3,"$ 20,000 - 34,999",0.68
92279,Male,10,Mexican American,US Citizen,Primary School,,Spanish,6,1,3,0,"$ 10,000 - 19,999",0.55
92280,Female,3,Non-Hispanic Black,US Citizen,,,English,4,2,0,0,"$ 55,000 - 74,999",2.67
92281,Male,38,Non-Hispanic White,US Citizen,,High School,English,2,0,0,1,"$ 10,000 - 19,999",
92282,Female,12,Non-Hispanic White,US Citizen,Middle School,,English,5,1,2,0,"$ 75,000 - 99,999",3.2
92283,Male,68,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,1,"$ 10,000 - 19,999",0.92
92284,Female,15,Non-Hispanic White,US Citizen,Middle School,,English,5,0,2,0,"$ 75,000 - 99,999",3.25
92285,Male,13,Other Hispanic,US Citizen,Middle School,,English,7,1,4,0,"$ 55,000 - 74,999",1.47
92286,Male,65,Other Hispanic,US Citizen,,Less than 9th Grade,English,3,0,0,2,"$ 20,000 - 34,999",1.49
92287,Female,24,Other Hispanic,US Citizen,,College/AA degree,English,3,0,0,0,"$ 20,000 - 34,999",1.49
92288,Male,4,Mexican American,US Citizen,,,Spanish,7,2,3,0,"$ 20,000 - 34,999",0.63
92289,Male,34,Non-Hispanic Black,US Citizen,,High School,English,5,0,1,1,"$ 55,000 - 74,999",2.29
92290,Female,3,Non-Hispanic Black,US Citizen,,,English,5,2,1,0,"$ 10,000 - 19,999",0.65
92291,Male,27,Other Hispanic,US Citizen,,High School,English,4,2,0,0,"$ 20,000 - 34,999",1.34
92292,Male,16,Mexican American,US Citizen,High School,,English,4,0,2,0,"$ 75,000 - 99,999",3.79
92293,Male,7,Other Race,US Citizen,Primary School,,English,6,3,1,0,"$ 35,000 - 54,999",1.47
92294,Male,35,Mexican American,Not a US Citizen,,9th-11th,English,4,1,1,0,"$ 100,000 +",4.54
92295,Male,68,Non-Hispanic Black,US Citizen,,Less than 9th Grade,English,2,0,0,2,"$ 10,000 - 19,999",0.95
92296,Male,18,Non-Hispanic Asian,US Citizen,High School,,English,6,0,1,1,,
92297,Female,44,Mexican American,US Citizen,,College Grad and above,English,3,0,0,0,"$ 35,000 - 54,999",2.61
92298,Female,57,Non-Hispanic Black,US Citizen,,College/AA degree,English,2,0,0,1,"$ 20,000 - 34,999",0.89
92299,Female,55,Other Hispanic,US Citizen,,High School,Spanish,3,0,0,0,Don't Know,
92300,Female,24,Non-Hispanic Black,Not a US Citizen,,College Grad and above,English,2,0,0,0,"$ 55,000 - 74,999",5.40E-79
92301,Female,6,Non-Hispanic Asian,US Citizen,Never Attended/KG,,English,6,0,3,1,"$ 20,000 - 34,999",0.68
92302,Female,33,Non-Hispanic Asian,US Citizen,,College Grad and above,English,6,2,1,1,"$ 100,000 +",3.15
92303,Male,4,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 35,000 - 54,999",2.06
92304,Male,2,Non-Hispanic Black,US Citizen,,,English,4,1,1,0,"$ 35,000 - 54,999",1.65
92305,Female,13,Other Hispanic,US Citizen,Middle School,,English,4,0,3,0,"$ 0 - 9,999",0.12
92306,Female,1,Non-Hispanic Black,US Citizen,,,English,4,1,0,0,"$ 20,000 - 34,999",1.03
92307,Female,35,Non-Hispanic White,US Citizen,,College/AA degree,English,4,1,1,0,"$ 20,000 - 34,999",1.32
92308,Female,10,Non-Hispanic White,US Citizen,Primary School,,English,5,0,3,0,"$ 100,000 +",4.22
92309,Male,62,Mexican American,US Citizen,,Less than 9th Grade,Spanish,6,0,3,2,"$ 0 - 9,999",0.17
92310,Female,8,Non-Hispanic White,US Citizen,Primary School,,English,4,0,1,1,"$ 35,000 - 54,999",1.65
92311,Male,14,Non-Hispanic White,US Citizen,Middle School,,English,7,1,4,0,"$ 35,000 - 54,999",1.09
92312,Male,59,Mexican American,US Citizen,,9th-11th,English,2,0,0,0,"$ 10,000 - 19,999",0.42
92313,Female,9,Non-Hispanic Black,US Citizen,Primary School,,English,7,0,4,0,Don't Know,
92314,Female,16,Non-Hispanic Asian,US Citizen,High School,,English,5,2,1,0,"$ 10,000 - 19,999",0.64
92315,Male,30,Other Hispanic,US Citizen,,High School,English,5,3,0,0,"$ 20,000 - 34,999",1.16
92316,Male,54,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 10,000 - 19,999",
92317,Male,5,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 55,000 - 74,999",1.51
92318,Male,13,Other Hispanic,US Citizen,Middle School,,English,5,0,2,0,"$ 100,000 +",5
92319,Female,40,Non-Hispanic Asian,US Citizen,,College/AA degree,English,4,0,2,0,"$ 100,000 +",5
92320,Female,29,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 100,000 +",5.40E-79
92321,Female,8,Non-Hispanic White,US Citizen,Primary School,,English,3,0,2,0,"$ 20,000 - 34,999",1.59
92322,Male,8,Non-Hispanic Black,US Citizen,Primary School,,English,5,0,3,0,"$ 100,000 +",4.58
92323,Male,80,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 35,000 - 54,999",3.39
92324,Female,1,Other Race,US Citizen,,,English,4,2,0,0,"$ 20,000 - 34,999",0.99
92325,Male,19,Non-Hispanic White,US Citizen,High School,,English,5,0,0,0,"$ 100,000 +",5
92326,Female,29,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,3,0,0,0,"$ 35,000 - 54,999",2.19
92327,Female,2,Non-Hispanic Black,US Citizen,,,English,5,1,2,0,"$ 20,000 - 34,999",0.95
92328,Female,5,Mexican American,US Citizen,,,Spanish,4,1,1,0,"$ 35,000 - 54,999",1.86
92329,Male,7,Other Race,US Citizen,Primary School,,English,5,1,2,0,"$ 100,000 +",5
92330,Male,2,Non-Hispanic Black,US Citizen,,,English,3,1,0,0,"$ 35,000 - 54,999",1.98
92331,Male,57,Mexican American,Not a US Citizen,,High School,Spanish,4,0,0,0,"$ 20,000 - 34,999",1.03
92332,Female,27,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,2,0,0,0,,
92333,Male,40,Non-Hispanic Black,US Citizen,,College/AA degree,English,6,0,3,0,"$ 0 - 9,999",0.26
92334,Male,38,Mexican American,Not a US Citizen,,9th-11th,Spanish,4,1,1,0,Don't Know,
92335,Female,80,Non-Hispanic White,US Citizen,,High School,English,1,0,0,1,"$ 10,000 - 19,999",0.96
92336,Female,39,Non-Hispanic White,US Citizen,,High School,English,7,1,2,0,"$ 35,000 - 54,999",0.98
92337,Female,55,Non-Hispanic White,US Citizen,,9th-11th,English,3,0,0,1,"$ 20,000 - 34,999",1.01
92338,Female,27,Non-Hispanic Asian,US Citizen,,College Grad and above,English,3,0,0,0,"$ 75,000 - 99,999",0.68
92339,Male,1,Non-Hispanic White,US Citizen,,,English,5,1,0,0,"$ 35,000 - 54,999",1.76
92340,Male,64,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,1,Don't Know,
92341,Male,4,Other Race,US Citizen,,,English,4,1,1,0,"$ 55,000 - 74,999",2.47
92342,Male,3,Mexican American,US Citizen,,,English,4,2,0,0,"$ 0 - 9,999",0.25
92343,Female,16,Mexican American,US Citizen,High School,,English,3,0,1,0,"$ 20,000 - 34,999",1.29
92344,Female,6,Non-Hispanic White,US Citizen,Never Attended/KG,,English,4,0,1,0,"$ 100,000 +",5
92345,Male,23,Non-Hispanic White,US Citizen,,High School,English,3,1,0,0,"$ 20,000 - 34,999",1.34
92346,Female,43,Other Hispanic,US Citizen,,College Grad and above,English,4,1,1,0,"$ 55,000 - 74,999",3
92347,Male,46,Non-Hispanic Black,US Citizen,,College/AA degree,English,2,0,0,0,"$ 55,000 - 74,999",3.43
92348,Male,26,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,2,0,0,0,"$ 75,000 - 99,999",5
92349,Female,41,Non-Hispanic White,US Citizen,,High School,English,1,0,0,0,"$ 100,000 +",5
92350,Male,0,Non-Hispanic White,US Citizen,,,English,6,3,1,0,"$ 10,000 - 19,999",0.43
92351,Female,69,Non-Hispanic White,US Citizen,,High School,English,2,0,0,2,"$ 75,000 - 99,999",5
92352,Female,19,Other Hispanic,Not a US Citizen,High School,,English,3,0,0,0,"$ 10,000 - 19,999",
92353,Female,47,Non-Hispanic White,US Citizen,,College/AA degree,English,4,0,0,0,"$ 20,000 - 34,999",2.82
92354,Female,18,Non-Hispanic White,US Citizen,High School,,English,4,0,1,0,"$ 100,000 +",4.12
92355,Female,2,Non-Hispanic Black,US Citizen,,,English,4,1,1,0,"$ 75,000 - 99,999",3.09
92356,Male,54,Non-Hispanic Black,US Citizen,,High School,English,4,0,0,0,"$ 55,000 - 74,999",2.88
92357,Male,80,Non-Hispanic Black,US Citizen,,Don’t know,English,2,0,0,2,"$ 20,000 - 34,999",
92358,Female,21,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 75,000 - 99,999",4.21
92359,Female,66,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 20,000 - 34,999",
92360,Female,4,Non-Hispanic White,US Citizen,,,English,5,1,2,0,"$ 75,000 - 99,999",3.2
92361,Female,29,Other Race,US Citizen,,High School,English,3,0,0,0,"$ 75,000 - 99,999",4.46
92362,Male,25,Non-Hispanic White,US Citizen,,College/AA degree,English,4,0,0,0,"$ 75,000 - 99,999",1.94
92363,Female,27,Non-Hispanic Black,US Citizen,,High School,English,2,1,0,0,"$ 0 - 9,999",0.09
92364,Female,3,Other Hispanic,US Citizen,,,English,6,3,1,0,"$ 35,000 - 54,999",1.2
92365,Male,36,Other Hispanic,Not a US Citizen,,Less than 9th Grade,Spanish,4,1,1,0,,
92366,Male,49,Non-Hispanic White,US Citizen,,High School,English,4,0,1,0,"$ 100,000 +",4.54
92367,Male,5,Non-Hispanic Asian,US Citizen,,,English,3,2,0,0,"$ 0 - 9,999",0.3
92368,Female,54,Other Hispanic,US Citizen,,High School,English,5,1,1,0,"$ 55,000 - 74,999",2.11
92369,Male,26,Other Hispanic,Not a US Citizen,,College Grad and above,English,5,0,0,2,"$ 20,000 - 34,999",1.06
92370,Male,80,Non-Hispanic White,US Citizen,,College Grad and above,English,3,0,0,1,"$ 55,000 - 74,999",3.11
92371,Male,30,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,0,"$ 20,000 - 34,999",2.53
92372,Male,10,Non-Hispanic White,US Citizen,Primary School,,English,3,0,1,0,"$ 100,000 +",5
92373,Male,80,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,1,"$ 20,000 - 34,999",1.74
92374,Male,28,Mexican American,US Citizen,,9th-11th,English,5,0,2,1,"$ 35,000 - 54,999",1.58
92375,Female,10,Non-Hispanic White,US Citizen,Primary School,,English,4,0,2,0,"$ 55,000 - 74,999",2.96
92376,Female,58,Other Race,US Citizen,,High School,English,2,0,0,1,"$ 35,000 - 54,999",3.14
92377,Male,45,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,5,2,0,0,"$ 35,000 - 54,999",1.41
92378,Female,0,Non-Hispanic Black,US Citizen,,,English,4,2,1,0,"$ 10,000 - 19,999",0.78
92379,Male,5,Mexican American,US Citizen,,,Spanish,4,2,0,0,"$ 20,000 - 34,999",1.24
92380,Male,24,Other Hispanic,Not a US Citizen,,High School,Spanish,4,0,0,0,"$ 10,000 - 19,999",0.62
92381,Male,34,Mexican American,US Citizen,,9th-11th,Spanish,5,1,2,0,Don't Know,
92382,Female,3,Non-Hispanic White,US Citizen,,,English,6,1,3,0,"$ 100,000 +",5
92383,Female,1,Mexican American,US Citizen,,,Spanish,6,2,1,0,"$ 20,000 - 34,999",0.92
92384,Male,3,Non-Hispanic Asian,US Citizen,,,English,5,1,1,1,Don't Know,
92385,Male,7,Non-Hispanic Black,US Citizen,Primary School,,English,4,0,3,0,"$ 20,000 - 34,999",1.15
92386,Female,57,Non-Hispanic Black,US Citizen,,College/AA degree,English,1,0,0,0,"$ 35,000 - 54,999",4.21
92387,Female,5,Mexican American,US Citizen,,,English,7,3,2,0,"$ 35,000 - 54,999",0.9
92388,Male,14,Non-Hispanic White,US Citizen,Middle School,,English,5,0,3,0,"$ 55,000 - 74,999",2.29
92389,Female,63,Non-Hispanic Asian,US Citizen,,Less than 9th Grade,English,2,0,0,2,"$ 10,000 - 19,999",0.75
92390,Male,47,Non-Hispanic Black,US Citizen,,9th-11th,English,3,0,1,0,"$ 20,000 - 34,999",1.34
92391,Male,11,Non-Hispanic White,US Citizen,Primary School,,English,4,0,2,0,"$ 75,000 - 99,999",3.66
92392,Male,10,Non-Hispanic Black,US Citizen,Primary School,,English,7,3,4,0,"$ 20,000 - 34,999",
92393,Male,42,Non-Hispanic Black,US Citizen,,College/AA degree,English,1,0,0,0,"$ 100,000 +",5
92394,Female,59,Non-Hispanic White,US Citizen,,College Grad and above,English,5,1,0,1,"$ 35,000 - 54,999",1.58
92395,Female,80,Non-Hispanic Black,US Citizen,,High School,English,1,0,0,1,"$ 10,000 - 19,999",1.04
92396,Male,8,Non-Hispanic White,US Citizen,Primary School,,English,4,0,2,0,"$ 100,000 +",4.94
92397,Female,32,Other Hispanic,US Citizen,,9th-11th,English,7,3,4,0,Don't Know,
92398,Male,14,Non-Hispanic White,US Citizen,Middle School,,English,4,0,2,0,"$ 75,000 - 99,999",3.51
92399,Male,4,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 75,000 - 99,999",3.7
92400,Male,23,Other Hispanic,Not a US Citizen,,College/AA degree,Spanish,7,1,2,1,"$ 20,000 - 34,999",0.59
92401,Male,14,Other Hispanic,US Citizen,Middle School,,English,6,1,3,0,"$ 100,000 +",3.13
92402,Female,12,Non-Hispanic White,US Citizen,Middle School,,English,4,0,2,0,"$ 100,000 +",4.94
92403,Female,57,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
92404,Male,22,Non-Hispanic Asian,US Citizen,,College/AA degree,English,7,0,0,2,"$ 100,000 +",4.96
92405,Male,25,Non-Hispanic Asian,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
92406,Female,2,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 100,000 +",4.95
92407,Female,54,Mexican American,US Citizen,,9th-11th,English,5,0,1,1,"$ 55,000 - 74,999",2.11
92408,Male,24,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,0,"$ 0 - 9,999",0.63
92409,Female,59,Non-Hispanic Black,US Citizen,,College/AA degree,English,7,0,4,1,"$ 35,000 - 54,999",1.23
92410,Female,55,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 55,000 - 74,999",3.62
92411,Male,1,Other Hispanic,US Citizen,,,English,3,1,1,0,"$ 10,000 - 19,999",0.56
92412,Female,40,Non-Hispanic White,US Citizen,,College Grad and above,English,5,1,2,0,"$ 100,000 +",5
92413,Female,45,Mexican American,US Citizen,,College/AA degree,English,2,0,0,0,"$ 75,000 - 99,999",5
92414,Female,17,Mexican American,US Citizen,High School,,English,5,0,4,0,"$ 35,000 - 54,999",1.65
92415,Male,80,Non-Hispanic Black,US Citizen,,College/AA degree,English,1,0,0,1,"$ 10,000 - 19,999",1.43
92416,Male,41,Non-Hispanic Black,Not a US Citizen,,College Grad and above,English,3,0,1,0,"$ 20,000 - 34,999",1.39
92417,Male,37,Other Race,US Citizen,,9th-11th,English,7,3,2,0,"$ 10,000 - 19,999",0.39
92418,Male,48,Non-Hispanic Asian,Not a US Citizen,,Less than 9th Grade,English,5,0,2,0,"$ 20,000 - 34,999",0.95
92419,Female,45,Non-Hispanic White,US Citizen,,College/AA degree,English,4,0,1,0,"$ 35,000 - 54,999",1.65
92420,Female,43,Other Hispanic,Not a US Citizen,,College/AA degree,Spanish,4,0,2,0,Don't Know,
92421,Female,29,Non-Hispanic White,US Citizen,,High School,English,7,2,3,0,"$ 55,000 - 74,999",1.85
92422,Female,8,Non-Hispanic Black,US Citizen,Primary School,,English,7,1,4,1,"$ 10,000 - 19,999",0.27
92423,Female,37,Mexican American,US Citizen,,College/AA degree,English,7,2,4,2,"$ 10,000 - 19,999",0.42
92424,Male,65,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,5,0,0,1,"$ 10,000 - 19,999",0.51
92425,Male,0,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 75,000 - 99,999",4.83
92426,Male,79,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 10,000 - 19,999",
92427,Female,16,Non-Hispanic Black,US Citizen,High School,,English,7,0,4,0,"$ 0 - 9,999",0.04
92428,Female,33,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,3,1,0,0,"$ 100,000 +",5
92429,Female,52,Non-Hispanic White,US Citizen,,College/AA degree,English,3,0,1,0,"$ 35,000 - 54,999",2.64
92430,Female,11,Mexican American,US Citizen,Primary School,,English,6,1,3,0,"$ 20,000 - 34,999",1.04
92431,Female,2,Other Race,US Citizen,,,English,2,1,0,0,"$ 35,000 - 54,999",2.5
92432,Female,76,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,1,"$ 55,000 - 74,999",5
92433,Female,18,Mexican American,US Citizen,High School,,English,4,0,1,0,"$ 20,000 - 34,999",1.38
92434,Male,0,Mexican American,US Citizen,,,English,7,3,2,0,"$ 35,000 - 54,999",0.9
92435,Male,65,Other Hispanic,US Citizen,,High School,Spanish,6,0,2,3,"$ 10,000 - 19,999",0.57
92436,Female,62,Mexican American,US Citizen,,High School,English,2,0,0,2,"$ 20,000 - 34,999",2.13
92437,Male,50,Non-Hispanic White,US Citizen,,College Grad and above,English,4,0,0,0,"$ 100,000 +",5
92438,Female,34,Other Hispanic,US Citizen,,College/AA degree,English,5,1,1,1,"$ 75,000 - 99,999",3.17
92439,Male,13,Non-Hispanic White,US Citizen,Middle School,,English,5,0,3,0,"$ 35,000 - 54,999",1.41
92440,Male,56,Non-Hispanic White,US Citizen,,Less than 9th Grade,English,2,0,0,0,"$ 20,000 - 34,999",1.48
92441,Male,13,Non-Hispanic Black,US Citizen,Middle School,,English,2,0,1,0,"$ 20,000 - 34,999",1.56
92442,Female,3,Non-Hispanic White,US Citizen,,,English,5,3,0,0,"$ 100,000 +",4.22
92443,Male,32,Other Hispanic,US Citizen,,College/AA degree,English,4,2,0,0,"$ 75,000 - 99,999",3.3
92444,Male,7,Non-Hispanic Black,US Citizen,Never Attended/KG,,English,4,1,2,0,"$ 10,000 - 19,999",0.47
92445,Female,3,Other Hispanic,US Citizen,,,English,4,2,0,0,"$ 20,000 - 34,999",1.34
92446,Male,26,Mexican American,US Citizen,,High School,English,3,1,0,0,"$ 10,000 - 19,999",0.97
92447,Female,22,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 0 - 9,999",0.47
92448,Female,65,Other Hispanic,US Citizen,,High School,English,1,0,0,1,"$ 10,000 - 19,999",1.01
92449,Female,4,Non-Hispanic Black,US Citizen,,,English,5,1,2,1,"$ 20,000 - 34,999",0.95
92450,Male,66,Non-Hispanic Black,US Citizen,,College Grad and above,English,4,0,0,2,"$ 100,000 +",5
92451,Female,3,Non-Hispanic White,US Citizen,,,English,5,1,2,0,"$ 35,000 - 54,999",1.69
92452,Male,21,Non-Hispanic White,US Citizen,,9th-11th,English,5,0,1,0,"$ 0 - 9,999",0.3
92453,Male,4,Mexican American,US Citizen,,,English,4,1,1,0,"$ 35,000 - 54,999",1.73
92454,Male,72,Non-Hispanic White,US Citizen,,9th-11th,English,2,0,0,1,"$ 35,000 - 54,999",2.2
92455,Female,49,Mexican American,Not a US Citizen,,College Grad and above,Spanish,4,0,1,0,"$ 0 - 9,999",0.3
